Match_ID,Start Date,Country,Country_ID,Opposition,Ground,Toss,Score,Wickets,Overs,RPO,Target,Inns,Margin,Result
ODI # 4063,29-Oct-18,India,6,West Indies,Mumbai (BS),won,377,5,50,7.54,,1,224 runs,won
ODI # 4064,01-Nov-18,WestIndies,4,India,Thiruvananthapuram,won,104,10,31.5,3.26,,1,9 wickets,lost
ODI # 4064,01-Nov-18,India,6,West Indies,Thiruvananthapuram,lost,105,1,14.5,7.07,105,2,9 wickets,won
ODI # 4065,04-Nov-18,SouthAfrica,3,Australia,Perth,won,153,4,29.2,5.21,153,2,6 wickets,won
ODI # 4065,04-Nov-18,Australia,2,South Africa,Perth,lost,152,10,38.1,3.98,,1,6 wickets,lost
ODI # 4066,07-Nov-18,Pakistan,7,New Zealand,Abu Dhabi,lost,219,10,47.2,4.62,267,2,47 runs,lost
ODI # 4066,07-Nov-18,Newzealad,5,Pakistan,Abu Dhabi,won,266,9,50,5.32,,1,47 runs,won
ODI # 4067,09-Nov-18,SouthAfrica,3,Australia,Adelaide,won,224,9,50,4.48,232,2,7 runs,lost
ODI # 4067,09-Nov-18,Australia,2,South Africa,Adelaide,lost,231,10,48.3,4.76,,1,7 runs,won
ODI # 4068,09-Nov-18,Pakistan,7,New Zealand,Abu Dhabi,lost,212,4,40.3,5.23,210,2,6 wickets,won
ODI # 4068,09-Nov-18,Newzealad,5,Pakistan,Abu Dhabi,won,209,9,50,4.18,,1,6 wickets,lost
ODI # 4069,11-Nov-18,SouthAfrica,3,Australia,Hobart,lost,320,5,50,6.4,,1,40 runs,won
ODI # 4069,11-Nov-18,Australia,2,South Africa,Hobart,won,280,9,50,5.6,321,2,40 runs,lost
ODI # 4071,09-Dec-18,WestIndies,4,Bangladesh,Dhaka,won,195,9,50,3.9,,1,5 wickets,lost
ODI # 4071,09-Dec-18,Bangladesh,25,West Indies,Dhaka,lost,196,5,35.1,5.57,196,2,5 wickets,won
ODI # 4072,11-Dec-18,WestIndies,4,Bangladesh,Dhaka,won,256,6,49.4,5.15,256,2,4 wickets,won
ODI # 4072,11-Dec-18,Bangladesh,25,West Indies,Dhaka,lost,255,7,50,5.1,,1,4 wickets,lost
ODI # 4073,14-Dec-18,WestIndies,4,Bangladesh,Sylhet,lost,198,9,50,3.96,,1,8 wickets,lost
ODI # 4073,14-Dec-18,Bangladesh,25,West Indies,Sylhet,won,202,2,38.3,5.24,199,2,8 wickets,won
ODI # 4074,03-Jan-19,SriLanka,8,New Zealand,Mount Maunganui,lost,326,10,49,6.65,372,2,45 runs,lost
ODI # 4074,03-Jan-19,Newzealad,5,Sri Lanka,Mount Maunganui,won,371,7,50,7.42,,1,45 runs,won
ODI # 4075,05-Jan-19,SriLanka,8,New Zealand,Mount Maunganui,lost,298,10,46.2,6.43,320,2,21 runs,lost
ODI # 4075,05-Jan-19,Newzealad,5,Sri Lanka,Mount Maunganui,won,319,7,50,6.38,,1,21 runs,won
ODI # 4076,08-Jan-19,SriLanka,8,New Zealand,Nelson,won,249,10,41.4,5.97,365,2,115 runs,lost
ODI # 4076,08-Jan-19,Newzealad,5,Sri Lanka,Nelson,lost,364,4,50,7.28,,1,115 runs,won
ODI # 4077,12-Jan-19,India,6,Australia,Sydney,lost,254,9,50,5.08,289,2,34 runs,lost
ODI # 4077,12-Jan-19,Australia,2,India,Sydney,won,288,5,50,5.76,,1,34 runs,won
ODI # 4078,15-Jan-19,India,6,Australia,Adelaide,lost,299,4,49.2,6.06,299,2,6 wickets,won
ODI # 4078,15-Jan-19,Australia,2,India,Adelaide,won,298,9,50,5.96,,1,6 wickets,lost
ODI # 4079,18-Jan-19,India,6,Australia,Melbourne,won,234,3,49.2,4.74,231,2,7 wickets,won
ODI # 4079,18-Jan-19,Australia,2,India,Melbourne,lost,230,10,48.4,4.72,,1,7 wickets,lost
ODI # 4080,19-Jan-19,SouthAfrica,3,Pakistan,Port Elizabeth,won,266,2,50,5.32,,1,5 wickets,lost
ODI # 4080,19-Jan-19,Pakistan,7,South Africa,Port Elizabeth,lost,267,5,49.1,5.43,267,2,5 wickets,won
ODI # 4081,22-Jan-19,SouthAfrica,3,Pakistan,Durban,won,207,5,42,4.92,204,2,5 wickets,won
ODI # 4081,22-Jan-19,Pakistan,7,South Africa,Durban,lost,203,10,45.5,4.42,,1,5 wickets,lost
ODI # 4082,23-Jan-19,Newzealad,5,India,Napier,won,157,10,38,4.13,,1,8 wickets,lost
ODI # 4082,23-Jan-19,India,6,New Zealand,Napier,lost,156,2,34.5,4.47,156,2,8 wickets,won
ODI # 4084,25-Jan-19,SouthAfrica,3,Pakistan,Centurion,lost,187,2,33,5.66,175,2,13 runs,won
ODI # 4084,25-Jan-19,Pakistan,7,South Africa,Centurion,won,317,6,50,6.34,,1,13 runs,lost
ODI # 4085,26-Jan-19,Newzealad,5,India,Mount Maunganui,lost,234,10,40.2,5.8,325,2,90 runs,lost
ODI # 4085,26-Jan-19,India,6,New Zealand,Mount Maunganui,won,324,4,50,6.48,,1,90 runs,won
ODI # 4087,27-Jan-19,SouthAfrica,3,Pakistan,Johannesburg,lost,164,10,41,4,,1,8 wickets,lost
ODI # 4087,27-Jan-19,Pakistan,7,South Africa,Johannesburg,won,168,2,31.3,5.33,165,2,8 wickets,won
ODI # 4088,28-Jan-19,Newzealad,5,India,Mount Maunganui,won,243,10,49,4.95,,1,7 wickets,lost
ODI # 4088,28-Jan-19,India,6,New Zealand,Mount Maunganui,lost,245,3,43,5.69,244,2,7 wickets,won
ODI # 4090,30-Jan-19,SouthAfrica,3,Pakistan,Cape Town,won,241,3,40,6.02,241,2,7 wickets,won
ODI # 4090,30-Jan-19,Pakistan,7,South Africa,Cape Town,lost,240,8,50,4.8,,1,7 wickets,lost
ODI # 4091,31-Jan-19,Newzealad,5,India,Hamilton,won,93,2,14.4,6.34,93,2,8 wickets,won
ODI # 4091,31-Jan-19,India,6,New Zealand,Hamilton,lost,92,10,30.5,2.98,,1,8 wickets,lost
ODI # 4092,03-Feb-19,Newzealad,5,India,Wellington,lost,217,10,44.1,4.91,253,2,35 runs,lost
ODI # 4092,03-Feb-19,India,6,New Zealand,Wellington,won,252,10,49.5,5.05,,1,35 runs,won
ODI # 4093,13-Feb-19,Newzealad,5,Bangladesh,Napier,lost,233,2,44.3,5.23,233,2,8 wickets,won
ODI # 4093,13-Feb-19,Bangladesh,25,New Zealand,Napier,won,232,10,48.5,4.75,,1,8 wickets,lost
ODI # 4094,16-Feb-19,Newzealad,5,Bangladesh,Christchurch,won,229,2,36.1,6.33,227,2,8 wickets,won
ODI # 4094,16-Feb-19,Bangladesh,25,New Zealand,Christchurch,lost,226,10,49.4,4.55,,1,8 wickets,lost
ODI # 4095,20-Feb-19,Newzealad,5,Bangladesh,Dunedin,lost,330,6,50,6.6,,1,88 runs,won
ODI # 4095,20-Feb-19,Bangladesh,25,New Zealand,Dunedin,won,242,10,47.2,5.11,331,2,88 runs,lost
ODI # 4096,20-Feb-19,WestIndies,4,England,Bridgetown,won,360,8,50,7.2,,1,6 wickets,lost
ODI # 4096,20-Feb-19,England,1,West Indies,Bridgetown,lost,364,4,48.4,7.47,361,2,6 wickets,won
ODI # 4097,22-Feb-19,WestIndies,4,England,Bridgetown,lost,289,6,50,5.78,,1,26 runs,won
ODI # 4097,22-Feb-19,England,1,West Indies,Bridgetown,won,263,10,47.4,5.51,290,2,26 runs,lost
ODI # 4099,27-Feb-19,WestIndies,4,England,St George's,won,389,10,48,8.1,419,2,29 runs,lost
ODI # 4099,27-Feb-19,England,1,West Indies,St George's,lost,418,6,50,8.36,,1,29 runs,won
ODI # 4102,02-Mar-19,India,6,Australia,Hyderabad (Deccan),lost,240,4,48.2,4.96,237,2,6 wickets,won
ODI # 4102,02-Mar-19,Australia,2,India,Hyderabad (Deccan),won,236,7,50,4.72,,1,6 wickets,lost
ODI # 4103,02-Mar-19,WestIndies,4,England,Gros Islet,won,115,3,12.1,9.45,114,2,7 wickets,won
ODI # 4103,02-Mar-19,England,1,West Indies,Gros Islet,lost,113,10,28.1,4.01,,1,7 wickets,lost
ODI # 4104,03-Mar-19,SriLanka,8,South Africa,Johannesburg,lost,231,10,47,4.91,,1,8 wickets,lost
ODI # 4104,03-Mar-19,SouthAfrica,3,Sri Lanka,Johannesburg,won,232,2,38.5,5.97,232,2,8 wickets,won
ODI # 4106,05-Mar-19,India,6,Australia,Nagpur,lost,250,10,48.2,5.17,,1,8 runs,won
ODI # 4106,05-Mar-19,Australia,2,India,Nagpur,won,242,10,49.3,4.88,251,2,8 runs,lost
ODI # 4107,06-Mar-19,SriLanka,8,South Africa,Centurion,won,138,10,32.2,4.26,252,2,113 runs,lost
ODI # 4107,06-Mar-19,SouthAfrica,3,Sri Lanka,Centurion,lost,251,10,45.1,5.55,,1,113 runs,won
ODI # 4109,08-Mar-19,India,6,Australia,Ranchi,won,281,10,48.2,5.81,314,2,32 runs,lost
ODI # 4109,08-Mar-19,Australia,2,India,Ranchi,lost,313,5,50,6.26,,1,32 runs,won
ODI # 4111,10-Mar-19,India,6,Australia,Mohali,won,358,9,50,7.16,,1,4 wickets,lost
ODI # 4111,10-Mar-19,Australia,2,India,Mohali,lost,359,6,47.5,7.5,359,2,4 wickets,won
ODI # 4112,10-Mar-19,SriLanka,8,South Africa,Durban,won,121,5,24,5.04,193,2,71 runs,lost
ODI # 4112,10-Mar-19,SouthAfrica,3,Sri Lanka,Durban,lost,331,5,50,6.62,,1,71 runs,won
ODI # 4113,13-Mar-19,India,6,Australia,Delhi,lost,237,10,50,4.74,273,2,35 runs,lost
ODI # 4113,13-Mar-19,Australia,2,India,Delhi,won,272,9,50,5.44,,1,35 runs,won
ODI # 4114,13-Mar-19,SriLanka,8,South Africa,Port Elizabeth,lost,189,10,39.2,4.8,,1,6 wickets,lost
ODI # 4114,13-Mar-19,SouthAfrica,3,Sri Lanka,Port Elizabeth,won,190,4,32.5,5.78,190,2,6 wickets,won
ODI # 4115,16-Mar-19,SriLanka,8,South Africa,Cape Town,won,225,10,49.3,4.54,,1,41 runs,lost
ODI # 4115,16-Mar-19,SouthAfrica,3,Sri Lanka,Cape Town,lost,135,2,28,4.82,95,2,41 runs,won
ODI # 4116,22-Mar-19,Pakistan,7,Australia,Sharjah,won,280,5,50,5.6,,1,8 wickets,lost
ODI # 4116,22-Mar-19,Australia,2,Pakistan,Sharjah,lost,281,2,49,5.73,281,2,8 wickets,won
ODI # 4117,24-Mar-19,Pakistan,7,Australia,Sharjah,won,284,7,50,5.68,,1,8 wickets,lost
ODI # 4117,24-Mar-19,Australia,2,Pakistan,Sharjah,lost,285,2,47.5,5.95,285,2,8 wickets,won
ODI # 4118,27-Mar-19,Pakistan,7,Australia,Abu Dhabi,lost,186,10,44.4,4.16,267,2,80 runs,lost
ODI # 4118,27-Mar-19,Australia,2,Pakistan,Abu Dhabi,won,266,6,50,5.32,,1,80 runs,won
ODI # 4119,29-Mar-19,Pakistan,7,Australia,Dubai (DSC),won,271,8,50,5.42,278,2,6 runs,lost
ODI # 4119,29-Mar-19,Australia,2,Pakistan,Dubai (DSC),lost,277,7,50,5.54,,1,6 runs,won
ODI # 4120,31-Mar-19,Pakistan,7,Australia,Dubai (DSC),won,307,7,50,6.14,328,2,20 runs,lost
ODI # 4120,31-Mar-19,Australia,2,Pakistan,Dubai (DSC),lost,327,7,50,6.54,,1,20 runs,won
ODI # 4129,07-May-19,WestIndies,4,Bangladesh,Dublin,won,261,9,50,5.22,,1,8 wickets,lost
ODI # 4129,07-May-19,Bangladesh,25,West Indies,Dublin,lost,264,2,45,5.86,262,2,8 wickets,won
ODI # 4133,11-May-19,Pakistan,7,England,Southampton,won,361,7,50,7.22,374,2,12 runs,lost
ODI # 4133,11-May-19,England,1,Pakistan,Southampton,lost,373,3,50,7.46,,1,12 runs,won
ODI # 4134,13-May-19,WestIndies,4,Bangladesh,Dublin (Malahide),won,247,9,50,4.94,,1,5 wickets,lost
ODI # 4134,13-May-19,Bangladesh,25,West Indies,Dublin (Malahide),lost,248,5,47.2,5.23,248,2,5 wickets,won
ODI # 4135,14-May-19,Pakistan,7,England,Bristol,lost,358,9,50,7.16,,1,6 wickets,lost
ODI # 4135,14-May-19,England,1,Pakistan,Bristol,won,359,4,44.5,8,359,2,6 wickets,won
ODI # 4137,17-May-19,WestIndies,4,Bangladesh,Dublin (Malahide),lost,152,1,24,6.33,,1,5 wickets,lost
ODI # 4137,17-May-19,Bangladesh,25,West Indies,Dublin (Malahide),won,213,5,22.5,9.32,210,2,5 wickets,won
ODI # 4138,17-May-19,Pakistan,7,England,Nottingham,lost,340,7,50,6.8,,1,3 wickets,lost
ODI # 4138,17-May-19,England,1,Pakistan,Nottingham,won,341,7,49.3,6.88,341,2,3 wickets,won
